Trip_ID,Customer_ID_x,Driver_ID_x,Pickup_Location_ID,Drop_Location_ID,Start_Time,End_Time,Start_Time_Dim_ID,End_Time_Dim_ID,Day_of_Week_x,Month_x,Quarter_x,Is_Peak_Hour_x,Is_Night_Ride,Is_Weekend,Vehicle_Type_x,Distance_KM,Duration_Minutes,Fare_Amount_INR,Discount_Amount_INR,Final_Fare_INR,Tip_Amount_INR,Surge_Multiplier,Trip_Status,Cancellation_Reason,Payment_Method,Promo_Applied,Trip_Purpose,Driver_Rating_Given,Customer_Rating_Given,Name_x,Gender,Age_Group,City_x,Area_x,Phone_x,Registration_Date,Registration_Channel,Membership_Tier,Is_Active,Preferred_Payment,Preferred_Vehicle,Ride_Type_Used,Total_Rides_x,Rides_Per_Month,Total_Amount_Spent_INR,Avg_Fare_Per_Ride_INR_x,Promo_Codes_Used,Referrals_Made,Rating_Given_to_Drivers,Customer_Rating,Cancellations,Cancellation_Rate_Pct_x,Complaints_Raised,Last_Complaint_Type,Primary_Ride_Purpose,Peak_Hour_Preference,Night_Rides_Pct_x,Weekend_Rides_Pct,Surge_Rides_Pct,Last_Ride_Date,Days_Since_Last_Ride,Name_y,City_y,Area_y,Phone_y,License_Number,Vehicle_Number,Vehicle_Type_y,Vehicle_Age_Years,Fuel_Type,Vehicle_Ownership,Onboarding_Channel,Join_Date,Experience_Years,Verification_Status,Languages_Known,Availability_Status,Shift_Preference,Daily_Online_Hours,Total_Rides_y,Rating_x,Driver_Badge,Acceptance_Rate_Pct,Completion_Rate_Pct,Cancellation_Rate_Pct_y,Total_Earnings_INR,Monthly_Avg_Earnings_INR,Avg_Fare_Per_Ride_INR_y,Incentives_Earned,Penalties_Received,Last_Penalty_Reason,Complaints_Received,Compliments_Received,Peak_Hour_Rides_Pct,Night_Rides_Pct_y,Surge_Acceptance_Pct,Last_Active_Date,Days_Since_Last_Active,Feedback_ID,Customer_ID_y,Driver_ID_y,Reviewer_Type,Feedback_Type,Feedback_Channel,Feedback_Date,Day_of_Week_y,Month_y,Quarter_y,Is_Peak_Hour_y,Rating_y,Sentiment,Comment,Word_Count,Has_Emoji,Issue_Flag,Issue_Category,Follow_Up_Required,Response_Status,Response_Date,Resolution_Days,Escalated,Compensation_Given,Helpful_Votes,Repeat_Feedback
TRIP000807,CUST00435,DRV00212,LOC_PUN_007,LOC_PUN_001,2024-06-02 21:30:36,2024-06-02 21:33:36,TM_202406022130,TM_202406022133,Sunday,June,Q2,Yes,No,Yes,Sedan,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Weather,,No,Medical,,,Pallavi Gupta,Female,18-25,Pune,Baner,+91-9288640365,2020-07-17,App,Silver,No,UPI,Sedan,Cab,70,1.29,13876.26,229.13,21,8,3.4,4.3,12,14.63,0,,Work/Office,Evening (5-9PM),3.7,53.9,25.9,2023-01-26,705,Vivek Salunke,Pune,Hadapsar,+91-7022161200,MH2022535730,MH08XT3465,Sedan,8,Petrol,Self-Owned,Agent,2018-10-17,11.5,Verified,Hindi,Online,Morning (6AM-2PM),5.2,9048,4.2,Silver,69.5,93.9,3.2,2058114.92,14913.88,235.25,37,0,,3,28,43.9,15.3,93.1,2024-05-30,215,FBK000948,CUST00696,DRV00338,Driver,App Feedback,Call Center,2024-02-18 16:26:00,Sunday,February,Q1,No,5.0,Positive,Great experience! Will definitely use again.,6.0,Yes,No,,No,Closed,,,No,No,10.0,No
TRIP000808,CUST00843,DRV00373,LOC_PUN_001,LOC_PUN_008,2023-02-24 18:09:08,2023-02-24 18:31:08,TM_202302241809,TM_202302241831,Friday,February,Q1,Yes,No,No,Autorickshaw,9.21,22,155.34,0.0,155.34,32.59,1.0,Completed,,UPI,No,Airport/Station,4.1,3.6,Preeti Reddy,Female,26-35,Pune,Hinjewadi,+91-9804051275,2022-03-21,App,Bronze,No,Cash,SUV,Autorickshaw,10,0.3,2763.74,313.29,29,10,4.4,3.2,2,16.67,0,,Work/Office,Morning (7-10AM),20.5,21.0,24.9,2023-04-26,615,Prakash Mane,Mumbai,Malad,+91-8095340012,MH2821779615,MH12UF3602,Mini Cab,2,CNG,Company Fleet,Referral,2023-02-26,7.8,Verified,Marathi,Break,Flexible,6.1,2681,3.8,Bronze,71.0,77.5,17.8,446642.34,4771.82,192.41,22,7,Late Cancellation,6,29,23.9,20.4,35.6,2024-11-17,44,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000809,CUST00992,DRV00985,LOC_MUM_012,LOC_MUM_009,2024-11-23 08:14:35,2024-11-23 08:36:35,TM_202411230814,TM_202411230836,Saturday,November,Q4,Yes,No,Yes,Sedan,12.1,22,731.5,0.0,731.5,0.0,2.5,Completed,,Cash,No,Airport/Station,4.1,4.0,Ritika Mehta,Female,18-25,Mumbai,Andheri,+91-8773999659,2020-07-08,Referral,Gold,No,UPI,Any,Both,190,3.48,53047.62,284.3,5,6,4.3,4.5,4,2.06,2,,Medical,Evening (5-9PM),26.4,20.3,6.6,2023-07-03,547,Mahesh Yadav,Mumbai,Dadar,+91-9257472160,MH3722595695,MH01LF9881,SUV,8,Petrol,Self-Owned,App,2019-12-01,2.1,Verified,Hindi,Online,Afternoon (2PM-10PM),8.9,561,2.9,Bronze,80.2,75.8,21.3,211348.96,8386.86,373.84,38,0,,4,9,45.0,30.8,53.8,2024-08-29,124,FBK000321,CUST00202,DRV00020,Customer,Driver Feedback,Email,2023-07-28 10:47:00,Friday,July,Q3,Yes,3.5,Neutral,Ride was acceptable but driver seemed distracted.,7.0,No,No,,No,Pending,,,No,No,3.0,No
TRIP000810,CUST00997,DRV00078,LOC_PUN_004,LOC_PUN_012,2024-08-10 21:19:11,2024-08-10 23:28:11,TM_202408102119,TM_202408102328,Saturday,August,Q3,Yes,No,Yes,SUV,32.57,129,1066.76,139.51,927.25,0.0,1.0,Completed,,Cash,Yes,School/College,3.7,3.0,Ananya Mishra,Male,55+,Mumbai,Goregaon,+91-8409229025,2022-02-11,Offline,Platinum,No,Wallet,SUV,Both,259,7.37,82867.94,372.58,11,5,3.0,3.9,10,3.72,2,,Airport/Station,Morning (7-10AM),34.7,29.1,8.1,2023-03-12,660,Rohan Kulkarni,Mumbai,Thane,+91-7336075569,MH0722115285,MH20PR6732,Autorickshaw,9,CNG,Company Fleet,App,2021-04-27,10.8,Verified,Hindi,On Trip,Morning (6AM-2PM),13.6,3435,4.3,Silver,57.4,91.6,5.6,277218.84,2139.03,81.81,37,0,,2,16,60.7,20.5,30.1,2024-08-23,130,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000811,CUST00641,DRV00653,LOC_PUN_002,LOC_PUN_015,2024-08-03 22:49:06,2024-08-03 23:46:06,TM_202408032249,TM_202408032346,Saturday,August,Q3,No,Yes,Yes,Sedan,21.4,57,539.2,0.0,539.2,0.0,1.0,Completed,,UPI,No,Medical,4.6,3.9,Priya Nair,Male,26-35,Pune,Kothrud,+91-7000378592,2020-03-27,Web,Platinum,No,UPI,Any,Both,247,4.26,28877.8,116.93,6,11,4.1,4.4,4,1.59,0,Overcharging,Airport/Station,Night (9PM-12AM),27.0,24.2,20.1,2023-12-26,371,Deepak Thorat,Pune,Baner,+91-7555176373,MH1124380209,MH03MF7594,Mini Cab,9,Diesel,Self-Owned,App,2020-10-15,11.7,Verified,Marathi+Hindi+English,On Trip,Morning (6AM-2PM),13.6,9278,4.1,Silver,77.5,85.3,15.0,1578847.07,11245.35,167.0,16,5,Late Cancellation,6,15,55.5,24.7,76.0,2024-01-18,348,FBK000960,CUST00336,DRV00829,Customer,App Feedback,In-App Chat,2024-11-04 10:46:00,Monday,November,Q4,Yes,1.0,Negative,Driver cancelled midway without any explanation.,6.0,Yes,Yes,Driver Behaviour,Yes,Escalated,2024-11-05 15:46:00,1.0,Yes,No,8.0,No
TRIP000812,CUST00024,DRV00455,LOC_MUM_015,LOC_MUM_007,2024-10-18 17:43:35,2024-10-18 18:25:35,TM_202410181743,TM_202410181825,Friday,October,Q4,Yes,No,No,Mini Cab,16.47,42,607.0,92.53,514.47,0.0,1.75,Completed,,Net Banking,Yes,School/College,3.9,3.8,Anjali Iyer,Male,55+,Pune,Viman Nagar,+91-9559433226,2022-11-22,App,Platinum,No,Card,Autorickshaw,Both,214,8.34,58842.38,288.57,2,4,2.9,4.5,14,6.14,0,,Airport/Station,Evening (5-9PM),12.6,23.5,24.9,2024-07-19,165,Ramesh Kadam,Pune,Magarpatta,+91-9736393354,MH0821617653,MH10AL9129,Sedan,4,Diesel,Self-Owned,App,2020-09-27,10.8,Verified,Marathi,Online,Flexible,10.3,5491,3.8,Bronze,59.0,87.3,13.4,1557432.84,12017.23,315.62,1,6,Overcharging,0,1,61.6,16.2,33.2,2024-03-01,305,FBK000259,CUST00896,DRV00803,Customer,Overall Experience,SMS,2024-12-22 17:14:00,Sunday,December,Q4,Yes,5.0,Positive,"Professional and friendly driver, great experience.",6.0,Yes,No,,No,Resolved,,,No,No,11.0,Yes
TRIP000813,CUST00747,DRV00712,LOC_MUM_015,LOC_MUM_001,2024-03-30 23:58:35,2024-03-31 00:33:35,TM_202403302358,TM_202403310033,Saturday,March,Q1,No,Yes,Yes,Mini Cab,15.61,35,322.98,36.65,286.33,0.0,1.0,Completed,,Net Banking,Yes,School/College,3.9,3.2,Sneha Singh,Female,18-25,Pune,Baner,+91-8778474237,2020-10-14,Offline,Gold,Yes,UPI,Any,Both,171,3.33,14144.8,79.57,12,10,2.7,3.3,17,9.04,3,Overcharging,Shopping,Morning (7-10AM),0.0,46.3,17.3,2024-10-02,90,Anil Mishra,Pune,Baner,+91-9316120532,MH0121969128,MH12MP3454,SUV,6,Petrol,Company Fleet,App,2023-01-03,0.6,Verified,Hindi,On Trip,Flexible,7.9,418,3.1,Bronze,86.4,86.9,13.4,100879.48,14011.04,264.42,17,7,Overcharging,8,24,34.7,30.8,36.5,2024-01-07,359,FBK000891,CUST00369,DRV00887,Driver,Vehicle Feedback,App,2023-01-18 08:22:00,Wednesday,January,Q1,Yes,1.0,Negative,"Took a very long detour, overcharged for the ride.",9.0,No,Yes,Late Pickup,Yes,Pending,2023-01-20 06:22:00,1.0,No,No,4.0,No
TRIP000814,CUST00287,DRV00137,LOC_MUM_004,LOC_MUM_001,2023-05-04 18:59:19,2023-05-04 19:43:19,TM_202305041859,TM_202305041943,Thursday,May,Q2,Yes,No,No,Mini Cab,21.11,44,540.98,0.0,540.98,29.36,1.25,Completed,,Wallet,No,School/College,4.3,3.9,Rahul Verma,Other,18-25,Pune,Kothrud,+91-8061923529,2023-12-24,App,Platinum,No,UPI,Any,Both,205,16.49,49428.95,264.44,28,3,3.0,3.3,12,5.53,4,,Shopping,Afternoon (12-3PM),30.2,13.5,39.9,2024-06-17,197,Vivek Kadam,Pune,Hadapsar,+91-7614545824,MH0522407134,MH18SG8385,Mini Cab,1,CNG,Rented,Agent,2018-08-02,1.7,Verified,Hindi,Online,Afternoon (2PM-10PM),8.8,532,3.1,Bronze,81.5,72.2,30.0,128445.18,6296.33,220.58,31,2,Overcharging,0,25,39.2,22.0,63.2,2024-02-25,310,FBK000388,CUST00902,DRV00819,Customer,Vehicle Feedback,SMS,2023-11-29 16:24:00,Wednesday,November,Q4,No,5.0,Positive,"Polite driver, good conversation, arrived on time.",7.0,No,No,,No,Closed,,,No,No,0.0,No
TRIP000815,CUST00335,DRV00958,LOC_MUM_003,LOC_MUM_012,2023-11-10 05:21:30,2023-11-10 05:29:30,TM_202311100521,TM_202311100529,Friday,November,Q4,No,Yes,No,Autorickshaw,2.69,8,47.26,0.0,47.26,0.0,1.0,Completed,,Cash,No,Shopping,3.9,3.8,Vijay Nair,Male,55+,Pune,Kothrud,+91-8544773133,2020-09-19,Web,Bronze,No,UPI,Sedan,Autorickshaw,6,0.12,1271.6,212.62,22,5,2.8,4.6,18,75.0,3,,Work/Office,Afternoon (12-3PM),28.1,49.8,26.6,2024-05-05,240,Naresh Tiwari,Mumbai,Bandra,+91-7049624195,MH1324127828,MH15XE9271,Mini Cab,9,Petrol,Rented,App,2018-02-01,7.0,Verified,Marathi+Hindi,Break,Flexible,11.3,3034,3.6,Bronze,79.0,70.0,30.0,456835.97,5438.52,174.45,30,3,Route Deviation,2,25,37.2,20.3,86.4,2024-07-04,180,FBK000555,CUST00497,DRV00252,Customer,Vehicle Feedback,SMS,2024-05-18 14:47:00,Saturday,May,Q2,No,2.0,Negative,"Driver was driving very rashly, felt unsafe.",7.0,No,Yes,Route Issue,Yes,Pending,2024-05-19 13:47:00,0.0,No,No,2.0,No
TRIP000816,CUST00935,DRV00291,LOC_PUN_008,LOC_PUN_014,2024-10-21 23:59:18,2024-10-22 02:07:18,TM_202410212359,TM_202410220207,Monday,October,Q4,No,Yes,No,SUV,32.02,128,1050.16,156.92,893.24,35.98,1.0,Completed,,Card,Yes,Leisure,4.5,4.8,Anjali Shukla,Female,36-45,Pune,Shivajinagar,+91-9458743902,2021-10-18,Web,Bronze,No,Cash,Mini Cab,Autorickshaw,8,0.21,3644.01,510.03,7,5,3.8,3.7,17,68.0,0,Late Pickup,Shopping,Evening (5-9PM),30.9,14.3,39.9,2023-10-03,455,Rajesh Bhosale,Mumbai,Thane,+91-8636999547,MH3823780240,MH15JW8539,Mini Cab,4,CNG,Self-Owned,Camp,2023-06-29,12.3,Verified,Marathi+Hindi,Online,Night (10PM-6AM),8.0,3777,3.8,Bronze,94.1,87.5,10.9,862919.25,5846.34,209.78,46,1,Route Deviation,7,29,67.1,21.1,79.0,2024-10-18,74,FBK000197,CUST00892,DRV00039,Customer,Driver Feedback,In-App Chat,2024-06-28 11:13:00,Friday,June,Q2,No,5.0,Positive,"Driver knew the best route, saved a lot of time.",10.0,No,No,,No,Closed,,,No,No,6.0,No
TRIP000816,CUST00935,DRV00291,LOC_PUN_008,LOC_PUN_014,2024-10-21 23:59:18,2024-10-22 02:07:18,TM_202410212359,TM_202410220207,Monday,October,Q4,No,Yes,No,SUV,32.02,128,1050.16,156.92,893.24,35.98,1.0,Completed,,Card,Yes,Leisure,4.5,4.8,Anjali Shukla,Female,36-45,Pune,Shivajinagar,+91-9458743902,2021-10-18,Web,Bronze,No,Cash,Mini Cab,Autorickshaw,8,0.21,3644.01,510.03,7,5,3.8,3.7,17,68.0,0,Late Pickup,Shopping,Evening (5-9PM),30.9,14.3,39.9,2023-10-03,455,Rajesh Bhosale,Mumbai,Thane,+91-8636999547,MH3823780240,MH15JW8539,Mini Cab,4,CNG,Self-Owned,Camp,2023-06-29,12.3,Verified,Marathi+Hindi,Online,Night (10PM-6AM),8.0,3777,3.8,Bronze,94.1,87.5,10.9,862919.25,5846.34,209.78,46,1,Route Deviation,7,29,67.1,21.1,79.0,2024-10-18,74,FBK000454,CUST00633,DRV00141,Customer,Overall Experience,Email,2024-08-27 15:32:00,Tuesday,August,Q3,No,1.5,Negative,"Wrong route taken, trip cost more than expected.",8.0,No,Yes,App Error,Yes,Under Review,2024-08-29 00:32:00,1.0,No,No,12.0,No
TRIP000816,CUST00935,DRV00291,LOC_PUN_008,LOC_PUN_014,2024-10-21 23:59:18,2024-10-22 02:07:18,TM_202410212359,TM_202410220207,Monday,October,Q4,No,Yes,No,SUV,32.02,128,1050.16,156.92,893.24,35.98,1.0,Completed,,Card,Yes,Leisure,4.5,4.8,Anjali Shukla,Female,36-45,Pune,Shivajinagar,+91-9458743902,2021-10-18,Web,Bronze,No,Cash,Mini Cab,Autorickshaw,8,0.21,3644.01,510.03,7,5,3.8,3.7,17,68.0,0,Late Pickup,Shopping,Evening (5-9PM),30.9,14.3,39.9,2023-10-03,455,Rajesh Bhosale,Mumbai,Thane,+91-8636999547,MH3823780240,MH15JW8539,Mini Cab,4,CNG,Self-Owned,Camp,2023-06-29,12.3,Verified,Marathi+Hindi,Online,Night (10PM-6AM),8.0,3777,3.8,Bronze,94.1,87.5,10.9,862919.25,5846.34,209.78,46,1,Route Deviation,7,29,67.1,21.1,79.0,2024-10-18,74,FBK000958,CUST00776,DRV00003,Customer,Overall Experience,Call Center,2023-01-15 17:25:00,Sunday,January,Q1,Yes,2.5,Negative,Surge pricing was way too high with no justification.,9.0,Yes,Yes,App Error,Yes,Pending,2023-01-17 17:25:00,2.0,No,No,12.0,Yes
TRIP000817,CUST00224,DRV00807,LOC_MUM_015,LOC_MUM_002,2024-12-27 04:46:13,2024-12-27 05:14:13,TM_202412270446,TM_202412270514,Friday,December,Q4,No,Yes,No,SUV,13.17,28,804.72,58.09,746.63,0.0,2.0,Completed,,Wallet,Yes,Medical,4.7,3.4,Sneha Desai,Male,55+,Pune,Magarpatta,+91-8476653036,2020-11-23,Offline,Silver,No,Wallet,Autorickshaw,Cab,97,1.94,29731.21,320.93,19,4,3.2,3.4,17,14.91,3,,School/College,Morning (7-10AM),25.6,30.0,23.5,2024-04-06,269,Kiran Shinde,Pune,Hinjewadi,+91-9433711165,MH3920328775,MH15WF6221,Sedan,8,CNG,Self-Owned,App,2020-06-16,11.2,Verified,Marathi+Hindi,Online,Afternoon (2PM-10PM),11.9,9093,4.1,Silver,96.6,77.2,24.2,1678958.04,12492.25,169.51,44,0,,0,19,39.4,28.2,72.2,2024-01-31,335,FBK000097,CUST00489,DRV00725,Customer,Vehicle Feedback,Email,2023-01-02 16:00:00,Monday,January,Q1,No,4.5,Positive,Clean cab with great music. Enjoyable ride.,7.0,No,No,,No,Resolved,,,No,No,30.0,Yes
TRIP000818,CUST00755,DRV00147,LOC_PUN_010,LOC_PUN_005,2024-02-08 12:55:56,2024-02-08 14:14:56,TM_202402081255,TM_202402081414,Thursday,February,Q1,No,No,No,SUV,27.82,79,1310.64,222.88,1087.76,0.48,1.5,Completed,,UPI,Yes,Medical,4.7,3.4,Ritika Reddy,Female,55+,Pune,Kharadi,+91-8740430319,2022-07-03,App,Gold,No,Cash,Sedan,Both,180,5.92,51521.79,294.98,17,4,2.7,4.8,2,1.1,2,Overcharging,Leisure,Night (9PM-12AM),43.1,45.9,20.7,2023-04-08,633,Nilesh Mishra,Pune,Kothrud,+91-9376784429,MH1720467574,MH11ZW9865,SUV,9,Diesel,Self-Owned,Camp,2022-10-24,8.4,Verified,Marathi+Hindi+English,On Trip,Night (10PM-6AM),11.9,1918,3.5,Bronze,73.9,81.1,20.4,533090.37,5288.59,314.26,28,7,Overcharging,7,27,28.5,8.9,58.0,2024-07-28,156,FBK000275,CUST00113,DRV00927,Customer,Vehicle Feedback,SMS,2023-04-30 19:57:00,Sunday,April,Q2,Yes,2.0,Negative,Rude behaviour when I asked for a shorter route.,9.0,Yes,Yes,Payment Issue,Yes,Escalated,2023-05-02 07:57:00,1.0,Yes,No,1.0,Yes
TRIP000819,CUST00920,DRV00271,LOC_MUM_012,LOC_MUM_011,2023-04-27 20:56:12,2023-04-27 21:50:12,TM_202304272056,TM_202304272150,Thursday,April,Q2,Yes,No,No,Autorickshaw,20.14,54,346.76,37.26,309.5,0.0,1.0,Completed,,Net Banking,Yes,Shopping,3.3,3.9,Vijay Tiwari,Male,26-35,Pune,Magarpatta,+91-9680940603,2022-04-03,Referral,Bronze,No,Wallet,Autorickshaw,Autorickshaw,31,0.93,6834.3,205.98,19,10,2.7,3.5,13,29.55,1,,Work/Office,Afternoon (12-3PM),42.2,20.1,39.1,2023-05-03,608,Deepak Pawar,Mumbai,Dadar,+91-7300086934,MH0423371599,MH09DH6721,Mini Cab,7,Diesel,Company Fleet,Referral,2020-02-17,7.4,Verified,Marathi,Offline,Afternoon (2PM-10PM),6.6,3833,3.6,Bronze,61.7,79.6,18.6,802932.12,9042.03,215.62,18,0,,6,6,53.6,6.1,45.9,2024-06-24,190,FBK000160,CUST00090,DRV00551,Customer,Overall Experience,Email,2024-12-24 05:09:00,Tuesday,December,Q4,No,3.5,Neutral,Nothing special but no major issues either.,7.0,Yes,Yes,Payment Issue,No,Closed,2024-12-25 22:09:00,1.0,No,No,18.0,No
TRIP000820,CUST00933,DRV00372,LOC_MUM_011,LOC_MUM_009,2023-10-13 00:01:45,2023-10-13 00:02:45,TM_202310130001,TM_202310130002,Friday,October,Q4,No,Yes,No,SUV,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Customer Cancelled,,No,Work/Office,,,Kavya Rao,Male,26-35,Mumbai,Goregaon,+91-7694236712,2023-05-09,Referral,Silver,No,Card,Sedan,Cab,99,4.93,14302.03,166.76,2,7,4.2,4.0,12,10.81,3,Route Issue,Work/Office,Evening (5-9PM),10.6,14.4,9.0,2024-01-16,350,Prakash Tiwari,Pune,Viman Nagar,+91-9472445197,MH0923703241,MH05GH8830,Sedan,3,CNG,Rented,App,2022-10-25,4.2,Verified,Marathi+Hindi,Break,Flexible,4.0,1682,3.7,Bronze,88.3,79.1,16.9,466503.45,9256.02,253.91,8,1,Route Deviation,8,20,21.8,33.9,62.2,2024-09-29,93,FBK000742,CUST00267,DRV00899,Driver,App Feedback,Email,2023-05-13 09:05:00,Saturday,May,Q2,Yes,3.0,Neutral,Nothing special but no major issues either.,7.0,Yes,No,,No,Closed,,,No,No,13.0,No
TRIP000821,CUST00352,DRV00803,LOC_PUN_007,LOC_PUN_006,2024-10-19 12:30:44,2024-10-19 12:36:44,TM_202410191230,TM_202410191236,Saturday,October,Q4,No,No,Yes,Mini Cab,8.18,6,129.86,0.0,129.86,0.0,1.0,Ongoing,,,No,Medical,,,Rahul Verma,Female,26-35,Mumbai,Powai,+91-9708329603,2021-04-06,App,Gold,No,Wallet,Sedan,Both,182,4.0,37431.33,235.52,19,9,2.5,4.5,18,9.0,0,Route Issue,Airport/Station,Morning (7-10AM),12.4,14.0,38.5,2024-07-31,153,Nikhil Shinde,Mumbai,Thane,+91-9419156344,MH3521416061,MH02IH5087,SUV,8,Diesel,Self-Owned,Agent,2021-06-29,9.4,Verified,Marathi+Hindi,Online,Flexible,7.9,3780,3.4,Bronze,64.7,86.8,15.0,1844279.98,16350.0,566.0,0,6,Overcharging,2,20,48.6,16.6,66.1,2024-04-27,248,FBK000734,CUST00413,DRV00253,Driver,Overall Experience,App,2024-06-02 11:02:00,Sunday,June,Q2,No,3.5,Neutral,"Decent service, a bit slow due to traffic.",8.0,No,Yes,Route Issue,No,Pending,2024-06-04 20:02:00,2.0,No,No,2.0,No
TRIP000822,CUST00950,DRV00315,LOC_PUN_002,LOC_PUN_013,2023-07-15 06:15:45,2023-07-15 07:05:45,TM_202307150615,TM_202307150705,Saturday,July,Q3,No,No,Yes,Sedan,31.38,50,750.36,0.0,750.36,41.93,1.0,Completed,,Wallet,No,Airport/Station,4.1,4.3,Kiran Kumar,Female,26-35,Mumbai,Bandra,+91-9792196520,2023-10-22,Web,Gold,No,Cash,Sedan,Both,143,9.84,68067.56,506.4,12,10,3.2,3.8,19,11.73,0,,Leisure,Morning (7-10AM),27.2,39.1,19.2,2024-06-07,207,Kiran Shinde,Pune,Aundh,+91-7647061257,MH3920131170,MH19NX1902,SUV,8,Petrol,Self-Owned,App,2019-04-05,1.6,Verified,Marathi+Hindi,Online,Afternoon (2PM-10PM),12.0,708,3.6,Bronze,90.6,78.0,22.5,275625.28,14355.48,397.48,42,6,Late Cancellation,5,0,42.4,13.4,70.3,2024-01-16,350,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000823,CUST00189,DRV00884,LOC_MUM_012,LOC_MUM_009,2023-02-02 01:26:06,2023-02-02 02:47:06,TM_202302020126,TM_202302020247,Thursday,February,Q1,No,Yes,No,Sedan,19.85,81,533.9,0.0,533.9,0.0,1.0,Completed,,Cash,No,Work/Office,3.6,4.2,Kiran Reddy,Female,26-35,Pune,Kharadi,+91-7472149066,2020-06-10,Referral,Silver,No,Cash,Sedan,Cab,88,1.59,44018.37,580.1,14,12,4.9,4.8,12,12.0,4,Late Pickup,Airport/Station,Morning (7-10AM),30.6,51.8,36.6,2023-08-01,518,Sanjay Pawar,Mumbai,Goregaon,+91-9297918435,MH2024577294,MH19RR7298,Autorickshaw,8,CNG,Self-Owned,Agent,2021-05-24,11.8,Verified,Marathi,On Trip,Afternoon (2PM-10PM),6.9,3811,4.4,Silver,93.8,85.4,13.3,532086.04,3757.67,128.27,43,3,Route Deviation,8,3,43.2,8.0,87.6,2024-03-17,289,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000824,CUST00130,DRV00776,LOC_PUN_015,LOC_PUN_009,2024-09-16 21:50:57,2024-09-16 21:57:57,TM_202409162150,TM_202409162157,Monday,September,Q3,Yes,No,No,Sedan,1.22,7,88.1,10.24,77.86,0.0,2.5,Completed,,Cash,Yes,Medical,3.7,3.6,Amit Tiwari,Male,26-35,Pune,Baner,+91-9963894182,2023-09-07,App,Platinum,No,Net Banking,SUV,Both,245,15.28,135900.94,505.05,22,11,2.6,3.5,16,6.13,4,,Shopping,Morning (7-10AM),29.9,35.9,38.3,2023-09-04,484,Rakesh Mane,Mumbai,Andheri,+91-8138354472,MH1724867266,MH06AS3491,Mini Cab,11,Petrol,Rented,App,2023-08-05,6.6,Verified,Hindi+English,Online,Flexible,13.1,2966,3.4,Bronze,60.0,72.9,29.8,617537.6,7797.19,215.71,28,3,Late Cancellation,3,13,57.4,10.0,34.5,2024-07-19,165,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000825,CUST00470,DRV00654,LOC_MUM_003,LOC_MUM_007,2024-02-22 00:20:07,2024-02-22 00:21:07,TM_202402220020,TM_202402220021,Thursday,February,Q1,No,Yes,No,SUV,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,No Driver Available,,Yes,Leisure,,,Shreya Patel,Male,36-45,Mumbai,Andheri,+91-9937786916,2022-08-21,App,Platinum,No,UPI,Mini Cab,Both,291,10.12,95802.26,306.36,8,3,5.0,4.1,17,5.52,0,Rude Driver,Airport/Station,Evening (5-9PM),33.0,40.1,37.6,2023-06-28,552,Kiran Bhosale,Mumbai,Malad,+91-9653780627,MH1020742544,MH20IS9564,SUV,7,Diesel,Self-Owned,App,2019-04-09,7.7,Verified,Marathi+Hindi+English,Break,Flexible,11.0,4877,4.0,Silver,63.6,70.9,30.0,2245023.57,24296.79,494.62,39,2,Route Deviation,6,19,27.8,22.5,58.2,2024-08-31,122,FBK000455,CUST00949,DRV00105,Customer,App Feedback,SMS,2024-03-04 12:05:00,Monday,March,Q1,No,4.5,Positive,Driver was very patient and understanding.,6.0,No,No,,No,Closed,,,No,No,27.0,No
TRIP000825,CUST00470,DRV00654,LOC_MUM_003,LOC_MUM_007,2024-02-22 00:20:07,2024-02-22 00:21:07,TM_202402220020,TM_202402220021,Thursday,February,Q1,No,Yes,No,SUV,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,No Driver Available,,Yes,Leisure,,,Shreya Patel,Male,36-45,Mumbai,Andheri,+91-9937786916,2022-08-21,App,Platinum,No,UPI,Mini Cab,Both,291,10.12,95802.26,306.36,8,3,5.0,4.1,17,5.52,0,Rude Driver,Airport/Station,Evening (5-9PM),33.0,40.1,37.6,2023-06-28,552,Kiran Bhosale,Mumbai,Malad,+91-9653780627,MH1020742544,MH20IS9564,SUV,7,Diesel,Self-Owned,App,2019-04-09,7.7,Verified,Marathi+Hindi+English,Break,Flexible,11.0,4877,4.0,Silver,63.6,70.9,30.0,2245023.57,24296.79,494.62,39,2,Route Deviation,6,19,27.8,22.5,58.2,2024-08-31,122,FBK000599,CUST00393,DRV00584,Driver,Overall Experience,Email,2024-02-19 15:52:00,Monday,February,Q1,No,2.0,Negative,"Arrived 20 minutes late for pickup, no apology given.",9.0,Yes,Yes,Driver Behaviour,Yes,Pending,2024-02-20 03:52:00,0.0,No,No,12.0,No
